n,average,min,max,stdev
4.4,1,1,1,0
5.4,1,1,1,0
6.4,1,1,1,0
7.4,1,1,1,0
8.4,1,1,1,0
9.4,1,1,1,0
10.4,1,1,1,0
11.4,1,1,1,0
12.4,1,1,1,0
13.4,1,1,1,0
14.4,1,1,1,0
15.4,1,1,1,0
